¼ø¼­,ÀÌ¸§,ÆÀ,°æ±â ¼ö,Å¸¼®,Å¸¼ö,µæÁ¡,¾ÈÅ¸,2·çÅ¸,3·çÅ¸,È¨·±,ÃÑ ·çÅ¸,Å¸Á¡,µµ·ç,µµ·ç½ÇÆÐ,º¼³Ý,»ç±¸,°íÀÇ»ç±¸,»ïÁø,º´»ì,Èñ»ýÅ¸,Èñ»ýÇÃ¶óÀÌ,Å¸À²,Ãâ·çÀ²,ÀåÅ¸À²,OPS,wOBA,wRC+,WAR,WPA
,ÀÌ°Ç¿í,16SP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,-0.14
,¼ÛÃ¢½Ä,16ÇÑP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,-0.29
,Ã¤º´¿ë,16SP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0.46
,±èÇÐ¼º,16NP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,-0.14
,±è±¤¼ö,16KP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0.02
,ÇíÅÍ,16KP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,-0.17
,ÀÌÀçÇÐ,16NP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,-0.1
,ÀÌÁ¤¹Î,16·ÔP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0.38
,¿ÀÁÖ¿ø,16³ØP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,-0.01
258,±èÅÃÇü,16³Ø,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,,,0.747,,-0.01,-0.33
259,°í¿µ¿ì,16KSS,63,81,70,18,15,3,0,0,18,4,3,2,7,3,0,15,1,1,0,0.214,0.313,0.257,0.57,0.28,47.6,-0.01,0.06
260,À¯Àç½Å,16³ØCF,93,74,62,20,16,0,0,0,16,6,16,7,10,0,0,12,0,2,0,0.258,0.361,0.258,0.619,0.305,62.5,-0.01,-0.13
261,µµÅÂÈÆ,16N3B,6,7,6,1,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0.167,0.286,0.167,0.452,0.245,28.3,-0.02,-0.48
262,±è¿ø¼®,16ÇÑRF,11,9,8,2,2,0,0,0,2,0,0,0,1,0,0,5,0,0,0,0.25,0.333,0.25,0.583,0.293,56.3,-0.02,-0.06
263,¹Ú¿ë±Ù,16k3B,31,86,74,5,17,4,1,1,26,6,0,1,11,0,0,14,1,0,1,0.23,0.326,0.351,0.677,0.316,71,-0.02,-0.01
264,Á¤ÁøÃ¶,16µÎ,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-133.8,-0.02,0
265,±è¸¸¼ö,16k,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-133.8,-0.03,-0.01
266,¿ìµ¿±Õ,16»ïRF,33,82,68,14,15,1,0,2,22,10,0,0,12,0,0,10,0,1,1,0.221,0.333,0.324,0.657,0.309,67.1,-0.04,-0.1
267,±è¼±¹Î,16k2B,32,63,50,7,11,0,0,0,11,2,3,1,10,1,0,14,3,2,0,0.22,0.361,0.22,0.581,0.296,57.1,-0.04,0
268,ÁÖÇö»ó,16ÇÑ,15,8,8,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.5,0.236,19,-0.04,0
269,ÀÌµ¿ÈÆ,16ÇÑRF,17,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-133.8,-0.04,0
270,ÀÓÀÍÁØ,16ÇÑSS,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-133.8,-0.05,0
271,ÀÌ¾ç±â,16ÇÑLF,17,58,52,5,15,2,0,1,20,9,0,0,2,2,0,8,6,1,1,0.288,0.333,0.385,0.718,0.324,76,-0.05,0
272,°­µ¿°ü,16·ÔC,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-133.8,-0.05,0
273,ÃÖ¿ëÁ¦,16µÎC,4,11,9,0,2,0,0,0,2,1,0,0,1,0,0,2,1,1,0,0.222,0.3,0.222,0.522,0.24,21.2,-0.05,0
274,ÃÖÀçÈÆ,16µÎC,22,22,18,1,3,1,0,0,4,4,0,0,2,1,0,2,1,0,1,0.167,0.273,0.222,0.495,0.247,27.2,-0.06,0
275,ÀÌ¿ì¼º,16µÎDH,2,5,5,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.2,0.2,0.2,0.4,0.189,-13.1,-0.06,0
276,¼ºÀÇÁØ,16»ï3B,24,23,20,2,3,0,0,1,6,2,0,0,2,1,0,4,0,0,0,0.15,0.261,0.3,0.561,0.263,36.8,-0.06,0
277,Á¶ÆòÈ£,16NDH,3,7,6,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0.167,0.286,0.167,0.452,0.242,24.4,-0.06,0
278,È«Ã¢±â,16LLF,3,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0,0.2,0.155,-33.5,-0.07,0
279,ÀÌ¼º±Ô,16»ï3B,6,6,4,2,1,0,0,0,1,0,0,0,0,0,0,3,0,2,0,0.25,0.25,0.25,0.5,0.157,-31.1,-0.07,0
280,¹ÚÀç¿í,16LC,26,50,47,5,12,2,0,0,14,4,0,0,2,0,0,9,3,1,0,0.255,0.286,0.298,0.584,0.27,40.7,-0.07,0
281,±èÁö¼º,16LSS,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-133.8,-0.07,0
282,À±º´È£,16NLF,11,9,9,3,1,0,0,1,4,3,0,0,0,0,0,3,0,0,0,0.111,0.111,0.444,0.556,0.211,5.1,-0.08,0
283,±èÁÖÇö,16ÇÑ,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-133.8,-0.08,0
284,°­±¸¼º,16NDH,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-133.8,-0.08,0
285,¿ÀÅÂ°ï,16·ÔDH,42,135,123,17,32,6,0,3,47,7,6,2,12,0,0,37,5,0,0,0.26,0.326,0.382,0.708,0.326,78.9,-0.09,0
286,ÀÓ¼®Áø,16S,11,12,11,3,2,0,0,0,2,0,0,0,1,0,0,6,0,0,0,0.182,0.25,0.182,0.432,0.22,10.2,-0.09,0
287,ÀÌÀçÀ²,16NCF,32,13,13,9,2,0,0,0,2,0,8,1,0,0,0,3,0,0,0,0.154,0.154,0.154,0.308,0.145,-37.7,-0.1,0
288,ÇãÁ¤Çù,16³ØRF,13,20,17,0,3,0,0,0,3,1,0,0,3,0,0,7,1,0,0,0.176,0.3,0.176,0.477,0.254,29.3,-0.1,0
289,ÀÌ¿©»ó,16·ÔSS,61,83,72,10,18,3,1,0,23,7,2,2,7,0,0,25,0,3,1,0.25,0.313,0.319,0.632,0.287,55.6,-0.1,0
290,ÀÌÇö¼®,16SC,11,11,11,1,2,0,0,0,2,0,0,0,0,0,0,8,1,0,0,0.182,0.182,0.182,0.364,0.172,-19.3,-0.1,0
291,Á¤¹ü¸ð,16ÇÑC,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,-133.8,-0.1,0
292,±èÁÖÇö,16·ÔLF,21,33,29,4,6,4,0,0,10,1,1,0,3,0,0,12,0,1,0,0.207,0.281,0.345,0.626,0.279,47.6,-0.11,0
293,¹èÁ¤´ë,16kCF,65,55,50,10,13,1,0,0,14,3,2,1,4,0,0,18,0,1,0,0.26,0.315,0.28,0.595,0.283,48.6,-0.12,0
294,±èÁø°ï,16k,13,8,8,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.125,0.125,0.125,0.25,0.118,-57.6,-0.12,0
295,±è±âÇö,16S,14,17,16,3,3,1,0,0,4,0,0,0,1,0,0,6,0,0,0,0.188,0.235,0.25,0.485,0.23,17.3,-0.12,0
296,ÀÌÁ¤½Ä,16»ïC,7,9,8,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0.111,0,0.111,0.086,-77.7,-0.13,0
297,ÀåÁØ¿ø,16LSS,14,15,13,2,1,0,0,0,1,0,0,0,2,0,0,3,0,0,0,0.077,0.2,0.077,0.277,0.162,-27.7,-0.13,0
298,¾ÈÄ¡È«,16K2B,10,43,36,3,8,2,0,0,10,1,0,0,5,0,0,8,2,1,1,0.222,0.31,0.278,0.587,0.278,46.4,-0.13,0
299,³ª¼º¿ë,16»ïDH,6,13,12,1,2,0,0,0,2,0,0,0,1,0,0,5,0,0,0,0.167,0.231,0.167,0.397,0.203,-1.7,-0.13,0
300,Ã¤ÅÂÀÎ,16³Ø1B,124,417,370,29,106,14,3,7,147,72,0,1,36,2,1,92,13,0,9,0.286,0.345,0.397,0.743,0.339,84.1,-0.14,0
301,ÀÌÁ¾È¯,16ÇÑ,31,33,29,3,8,1,0,0,9,4,0,0,3,0,2,10,1,0,1,0.276,0.333,0.31,0.644,0.278,47.9,-0.14,0
302,±è¿µÈ¯,16k,12,12,12,2,2,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0.167,0.167,0.167,0.333,0.157,-32.5,-0.15,0
303,±è»ç¿¬,16kRF,20,63,56,6,14,1,0,0,15,4,1,2,7,0,0,10,3,0,0,0.25,0.333,0.268,0.601,0.298,58.8,-0.15,0
304,ÃÖº´¿¬,16KSS,12,9,8,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0.111,0,0.111,0.083,-79.5,-0.15,0
305,ÁÖÈ¿»ó,16³ØC,12,19,18,3,4,1,0,0,5,3,0,0,1,0,0,9,0,0,0,0.222,0.263,0.278,0.541,0.255,29.2,-0.15,0
306,È«¼ºÈç,16µÎDH,17,45,40,4,10,2,0,0,12,5,0,1,5,0,0,9,3,0,0,0.25,0.333,0.3,0.633,0.307,65.7,-0.15,0
307,°­¹Î±¹,16NSS,24,26,23,2,3,1,0,1,7,1,0,0,2,0,0,9,1,1,0,0.13,0.2,0.304,0.504,0.216,7.9,-0.15,0
308,ÃÖÀ±¼®,16ÇÑSS,11,17,16,2,2,0,0,0,2,0,0,0,1,0,0,4,0,0,0,0.125,0.177,0.125,0.302,0.155,-33.4,-0.16,0
309,¿ë´öÇÑ,16NC,88,116,104,16,22,3,0,2,31,7,0,0,8,1,0,21,5,2,1,0.212,0.272,0.298,0.57,0.262,38.4,-0.16,0
310,±èÁö¼ö,16·ÔCF,6,7,7,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,-133.8,-0.16,0
311,È²À±È£,16N3B,33,12,12,7,1,0,0,0,1,2,1,0,0,0,0,5,0,0,0,0.083,0.083,0.083,0.167,0.079,-81.4,-0.17,0
312,±èÀÎÅÂ,16µÎLF,14,19,18,0,3,1,0,0,4,3,0,0,1,0,0,4,0,0,0,0.167,0.211,0.222,0.433,0.206,-0.1,-0.17,0
313,±èÈ¸¼º,16ÇÑ1B,28,58,45,12,9,0,0,1,12,8,0,0,9,2,0,17,1,0,2,0.2,0.345,0.267,0.612,0.305,63.5,-0.18,0
314,°­ÇÑ¿ï,16KSS,104,322,298,36,81,13,3,0,100,27,7,3,15,0,0,46,2,9,0,0.272,0.307,0.336,0.642,0.291,55.3,-0.18,0
315,¾ÈÁß¿­,16·ÔC,19,29,28,2,5,1,0,0,6,3,0,0,1,0,0,9,0,0,0,0.179,0.207,0.214,0.421,0.2,-2.5,-0.18,0
316,±èÅÂ¿Ï,16»ï,34,52,46,4,9,2,0,1,14,9,0,0,5,0,1,15,2,0,1,0.196,0.269,0.304,0.574,0.257,33.1,-0.18,0
317,¹ÚÀ±,16³Ø1B,7,12,11,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0.091,0.167,0.091,0.258,0.141,-42.9,-0.19,0
318,±èÁ¤Çõ,16»ï3B,46,118,106,13,25,1,1,2,34,11,1,1,9,1,0,25,3,1,1,0.236,0.299,0.321,0.62,0.288,53.1,-0.19,0
319,±è¹ÎÇÏ,16·ÔCF,46,49,45,8,9,1,0,1,13,1,4,0,1,1,0,19,2,2,0,0.2,0.234,0.289,0.523,0.231,17.3,-0.2,0
320,¼­¿¹ÀÏ,16µÎSS,31,21,19,3,2,0,0,0,2,0,0,0,2,0,0,8,1,0,0,0.105,0.191,0.105,0.296,0.161,-29.5,-0.22,0
321,À±ÁøÈ£,16LSS,34,23,21,3,4,0,0,0,4,0,1,0,0,0,0,6,1,2,0,0.19,0.191,0.19,0.381,0.164,-28.3,-0.22,0
322,Á¤Çö¼®,16ÇÑLF,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,-133.8,-0.22,0
323,½É¿ìÁØ,16kSS,122,251,236,36,57,9,1,3,77,17,17,1,8,0,0,40,5,5,2,0.242,0.264,0.326,0.591,0.264,37,-0.22,0
324,È«ÀçÈ£,16K2B,22,16,13,4,1,0,0,0,1,1,0,0,2,0,0,3,0,0,1,0.077,0.188,0.077,0.264,0.152,-34.6,-0.23,0
325,ÇÑ½ÂÅÃ,16KC,27,30,28,1,5,0,0,0,5,5,0,0,1,0,0,8,0,1,0,0.179,0.207,0.179,0.386,0.182,-16.1,-0.23,0
326,±è´ë·ú,16·ÔSS,58,59,49,5,7,1,2,0,12,5,0,0,5,3,0,20,0,1,1,0.143,0.259,0.245,0.504,0.241,26.3,-0.24,0
327,¿À¼±Áø,16ÇÑ2B,57,53,43,6,7,0,0,0,7,3,0,0,5,2,0,8,0,3,0,0.163,0.28,0.163,0.443,0.224,11.5,-0.24,0
328,±è¹ÎÁØ,16³ØRF,20,13,12,4,1,0,0,0,1,0,0,1,1,0,0,5,0,0,0,0.083,0.154,0.083,0.237,0.13,-50.1,-0.24,0
329,À±ÇØÁø,16K2B,34,34,30,5,5,0,0,1,8,2,0,0,2,0,0,6,0,1,1,0.167,0.212,0.267,0.479,0.211,3,-0.24,0
330,Á¶¼öÇà,16µÎLF,66,29,29,16,8,0,0,0,8,3,2,3,0,0,0,6,0,0,0,0.276,0.276,0.276,0.552,0.26,33.5,-0.25,0
331,ÀÌ´ë¼ö,16S,14,15,12,0,0,0,0,0,0,2,0,0,2,0,0,3,0,0,1,0,0.133,0,0.133,0.1,-69.6,-0.26,0
332,±èµ¿¸í,16kDH,21,41,37,3,5,0,0,3,14,5,0,0,3,1,0,14,2,0,0,0.135,0.22,0.378,0.598,0.258,33.2,-0.26,0
333,°­Áö±¤,16³ØLF,40,80,66,10,13,2,0,1,18,7,1,3,11,1,0,24,1,1,1,0.197,0.317,0.273,0.589,0.286,50.7,-0.26,0
334,±è¹Î¿ì,16K2B,19,47,41,3,8,1,0,0,9,4,1,0,5,0,0,12,1,1,0,0.195,0.283,0.22,0.502,0.247,26.2,-0.26,0
335,À¯¼­ÁØ,16SDH,8,7,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,-133.8,-0.27,0
336,Á¶µ¿È­,16SRF,76,172,143,24,34,5,0,0,39,16,6,2,15,4,0,17,2,8,2,0.238,0.323,0.273,0.596,0.279,48.9,-0.27,0
337,³ª°æ¹Î,16·ÔLF,35,66,56,13,13,2,0,0,15,3,3,3,8,0,0,18,0,1,1,0.232,0.323,0.268,0.591,0.286,54.1,-0.27,0
338,±èÁ¾¹Î,16kC,78,217,180,17,44,3,0,0,47,20,0,0,21,3,0,32,3,10,3,0.244,0.329,0.261,0.59,0.279,46.6,-0.28,0
339,È²Áø¼ö,16·Ô,11,10,10,2,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,-133.8,-0.28,0
340,ÀÓÈÆ,16LCF,60,198,180,20,47,4,0,1,54,14,8,4,12,2,0,26,6,4,0,0.261,0.314,0.3,0.614,0.289,54,-0.29,0
341,ÀÌ¿µ¿í,16»ïCF,104,52,49,16,8,1,0,1,12,4,6,3,2,1,0,21,1,0,0,0.163,0.212,0.245,0.456,0.214,4.9,-0.29,0
342,ÀÌ»óÈÆ,16»ïRF,8,14,12,0,1,0,0,0,1,0,0,0,0,0,0,4,0,2,0,0.083,0.083,0.083,0.167,0.067,-89.8,-0.29,0
343,Àå¿îÈ£,16ÇÑLF,51,85,76,7,18,2,1,0,22,11,0,0,4,2,0,16,1,3,0,0.237,0.293,0.289,0.582,0.268,40.4,-0.29,0
344,È«¼º°©,16³ØLF,44,68,62,4,14,0,1,0,16,7,1,0,1,5,0,18,2,0,0,0.226,0.294,0.258,0.552,0.271,39.8,-0.29,0
345,±èÀçÇö,16³ØC,56,82,72,8,13,2,0,0,15,8,0,0,7,1,0,14,1,2,0,0.181,0.263,0.208,0.471,0.231,14.9,-0.31,0
346,ÀÌ¿ì¹Î,16·ÔCF,52,98,83,19,16,5,0,1,24,8,2,2,7,4,0,16,3,4,0,0.193,0.287,0.289,0.576,0.266,38.7,-0.31,0
347,¼Õ¿ë¼®,16·Ô3B,51,99,90,8,22,5,0,0,27,9,0,0,1,4,0,18,7,2,2,0.244,0.278,0.3,0.578,0.265,39.6,-0.31,0
348,°­½ÂÈ£,16LSS,18,41,38,4,7,3,0,0,10,3,0,0,2,0,0,12,0,0,1,0.184,0.22,0.263,0.483,0.222,10.3,-0.31,0
349,³²ÅÂÇõ,16k1B,16,48,44,2,9,3,0,0,12,2,1,0,3,0,0,18,3,0,1,0.205,0.25,0.273,0.523,0.244,23.5,-0.32,0
350,ÀÌÁø¼®,16SCF,41,45,43,6,8,1,1,0,11,2,0,0,2,0,0,19,1,0,0,0.186,0.222,0.256,0.478,0.222,13.3,-0.32,0.02
351,¹®»óÃ¶,16k3B,48,87,80,9,16,7,0,1,26,7,1,0,4,2,0,26,2,0,1,0.2,0.253,0.325,0.578,0.263,36.5,-0.33,0
352,ÀÌ¼º¿ì,16KC,55,89,76,9,16,1,0,0,17,6,0,0,5,3,0,10,3,4,1,0.211,0.282,0.224,0.506,0.241,22.7,-0.33,-0.24
353,Á¤»óÈ£,16LC,77,159,132,12,24,5,0,1,32,10,0,1,17,4,0,39,2,4,2,0.182,0.29,0.242,0.533,0.258,35.1,-0.33,-0.01
354,±èÀçÀ¯,16·ÔCF,21,30,27,8,4,0,0,0,4,1,2,3,1,1,0,7,1,1,0,0.148,0.207,0.148,0.355,0.177,-17.7,-0.35,0.04
355,È²¸ñÄ¡½Â,16LSS,48,39,39,7,7,3,0,0,10,4,2,2,0,0,0,9,0,0,0,0.179,0.18,0.256,0.436,0.195,-7.3,-0.35,-0.27
356,ÀÌÁø¿µ,16KRF,17,33,29,4,4,0,0,0,4,2,1,1,3,0,0,10,1,1,0,0.138,0.219,0.138,0.357,0.182,-15.8,-0.37,0
357,ÃÖ°æÃ¶,16LC,29,52,45,3,7,2,0,0,9,2,0,0,4,1,0,16,0,2,0,0.156,0.24,0.2,0.44,0.212,3.9,-0.38,-0.23
358,ÃÖ¼±È£,16»ïCF,60,27,26,11,3,1,0,0,4,3,1,2,1,0,0,11,0,0,0,0.115,0.148,0.154,0.302,0.145,-39.7,-0.4,-0.14
359,ÀÌ¸í±â,16SLF,99,326,287,29,78,7,4,1,96,22,14,8,23,4,0,37,3,10,2,0.272,0.332,0.334,0.667,0.306,66.5,-0.42,-0.08
360,¹ÚÂùÈ£,16KSS,69,46,42,9,7,0,0,0,7,3,2,0,3,0,0,9,2,1,0,0.167,0.222,0.167,0.389,0.192,-9.1,-0.42,-0.06
361,¹é¿ëÈ¯,16KC,80,199,174,12,34,7,0,4,53,15,2,1,19,1,1,52,6,3,2,0.195,0.276,0.305,0.58,0.265,37.5,-0.43,0.02
362,±è¹ÎÇõ,16kDH,26,31,29,3,3,1,0,0,4,0,2,1,2,0,0,8,0,0,0,0.103,0.161,0.138,0.299,0.15,-36.8,-0.46,-0.08
363,¹ÚÁ¾À±,16·Ô1B,73,211,195,24,55,5,1,1,65,17,3,2,10,2,1,25,4,3,1,0.282,0.322,0.333,0.655,0.302,64.6,-0.51,0
364,±èµ¿ÇÑ,16µÎ·Ô2B,78,116,107,9,27,6,0,0,33,14,5,1,6,0,0,19,1,3,0,0.252,0.292,0.308,0.6,0.275,46.2,-0.54,0.28
365,ÀÌÈ£½Å,16KRF,51,43,39,1,6,2,0,0,8,2,1,1,2,0,0,10,1,1,1,0.154,0.191,0.205,0.396,0.182,-16.1,-0.55,-0.29
366,±è»óÇö,16k1B,62,246,222,29,50,5,0,11,88,32,0,1,20,2,0,48,10,0,2,0.225,0.293,0.396,0.689,0.308,65.7,-0.56,-0.33
367,ÇÏÁØÈ£,16kLF,94,217,187,26,41,5,0,3,55,15,12,4,20,5,0,63,3,4,1,0.219,0.31,0.294,0.604,0.286,50.7,-0.61,-0.07
368,Â÷ÀÏ¸ñ,16ÇÑC,117,329,276,30,63,8,0,3,80,38,0,0,30,4,0,57,9,13,6,0.228,0.307,0.29,0.597,0.275,44.2,-0.62,0.01
369,Á¤ÁÖÇö,16L2B,99,257,225,30,50,12,1,1,67,22,5,5,28,0,0,66,1,2,2,0.222,0.306,0.298,0.604,0.287,52.5,-0.67,-0.08
370,°­°æÇÐ,16ÇÑSS,46,116,101,16,16,3,2,1,26,7,0,0,8,2,0,30,5,4,1,0.158,0.232,0.257,0.49,0.223,10.5,-0.69,0.05
371,±èÅÂ±º,16NC,134,395,340,37,79,15,0,1,97,30,0,0,22,9,0,44,14,20,4,0.232,0.293,0.285,0.579,0.263,38.8,-0.78,0.04
372,Àå¹Î¼®,16ÇÑLF,98,227,205,38,47,7,3,1,63,16,3,3,16,0,0,44,3,6,0,0.229,0.285,0.307,0.592,0.271,41.8,-0.82,-0.76
373,¼ÛÁÖÈ£,16ÇÑLF,33,52,47,3,5,0,0,0,5,1,0,2,3,0,0,12,1,2,0,0.106,0.16,0.106,0.266,0.134,-47.1,-0.88,-0.2
374,Áö¼®ÈÆ,16NSS,141,394,351,34,77,14,0,9,118,54,0,2,22,9,0,91,9,6,6,0.219,0.278,0.336,0.615,0.277,48.6,-0.89,-0.57
375,±èÀçÇö,16»ïSS,122,215,188,25,41,7,0,0,48,14,1,1,8,7,0,42,10,11,1,0.218,0.275,0.255,0.53,0.244,25,-0.97,-0.17
376,±è¿¬ÈÆ,16k1B,103,181,166,13,36,10,0,1,49,18,2,0,7,0,1,46,5,5,3,0.217,0.244,0.295,0.54,0.237,19.2,-1.2,0
377,ÀÌÇØÃ¢,16kC,88,254,231,16,47,10,0,6,75,22,1,1,9,3,0,65,7,8,3,0.203,0.24,0.325,0.565,0.246,25.1,-1.21,-0.02
378,Á¶ÀÎ¼º,16ÇÑC,76,146,137,10,23,2,0,3,34,7,0,0,2,1,0,38,2,6,0,0.168,0.186,0.248,0.434,0.188,-12.4,-1.36,0.26
1,±èÀçÈ¯,17µÎLF,144,636,544,110,185,34,2,35,328,115,4,1,81,7,10,123,8,0,4,0.34,0.429,0.603,1.032,0.44,170.9,7.46,0.1
2,¹Ú°Ç¿ì,17µÎCF,131,543,483,91,177,40,2,20,281,78,20,3,41,10,2,64,15,5,4,0.366,0.424,0.582,1.006,0.433,163.8,7.01,-0.01
3,ÃÖÇü¿ì,17KLF,142,629,514,98,176,36,3,26,296,120,0,1,96,11,8,82,15,0,8,0.342,0.45,0.576,1.026,0.442,163.5,6.66,-0.16
4,ÃÖÁ¤,17S3B,130,527,430,89,136,18,1,46,294,113,1,5,70,19,10,107,8,0,8,0.316,0.427,0.684,1.111,0.456,167.6,6.56,-0.09
5,³ª¼º¹ü,17NRF,125,561,498,103,173,42,2,24,291,99,17,7,48,12,10,116,8,0,3,0.347,0.415,0.584,1,0.428,154.3,5.78,-0.06
6,¼Õ¾Æ¼·,17·ÔRF,144,667,576,113,193,35,4,20,296,80,25,8,83,4,8,96,7,1,3,0.335,0.42,0.514,0.934,0.41,140,5.73,-0.33
7,·Î»ç¸®¿À,17ÇÑ1B,119,510,445,100,151,30,1,37,294,111,10,5,50,10,4,61,12,0,5,0.339,0.414,0.661,1.074,0.45,165.3,5.2,-0.22
8,¹ö³ªµð³ª,17KCF,139,621,557,118,178,26,8,27,301,111,32,7,41,11,2,112,9,3,9,0.32,0.372,0.54,0.913,0.39,128.4,5.12,-0.03
9,±è¼±ºó,17KSS,137,529,476,84,176,34,1,5,227,64,4,4,39,5,4,40,10,5,4,0.37,0.42,0.477,0.897,0.399,134,4.96,-0.11
10,±¸ÀÚ¿í,17»ïRF,144,647,564,108,175,39,10,21,297,107,10,4,63,10,1,138,1,0,10,0.31,0.383,0.527,0.91,0.394,130.6,4.96,-0.05
11,±èÇÏ¼º,17³ØSS,141,601,526,90,159,36,3,23,270,114,16,8,58,8,2,65,8,2,7,0.302,0.376,0.513,0.889,0.385,125.4,4.91,-0.08
12,¹Ú¹Î¿ì,17N2B,106,452,388,84,141,25,4,3,183,47,11,1,46,11,0,51,8,3,4,0.363,0.441,0.472,0.913,0.412,145.5,4.71,-0.29
13,¾ÈÄ¡È«,17K2B,132,545,487,95,154,29,2,21,250,93,7,0,43,4,1,70,19,6,5,0.316,0.373,0.513,0.886,0.382,123,4.39,-0.15
14,½ºÅ©·°½º,17N1B,115,518,437,91,131,24,0,35,260,111,4,0,65,12,2,134,9,0,4,0.3,0.402,0.595,0.997,0.423,150.2,4.26,0.08
15,¼­°ÇÃ¢,17³Ø2B,139,615,539,87,179,28,3,6,231,76,15,6,67,1,1,68,11,2,6,0.332,0.403,0.429,0.832,0.378,118.2,4.2,-0.05
16,·¯ÇÁ,17»ï1B,134,591,515,90,162,38,0,31,293,124,2,2,60,12,4,107,14,0,4,0.315,0.396,0.569,0.965,0.414,142.6,3.92,-0.73
17,¿ÀÀçÀÏ,17µÎ1B,128,466,412,62,126,27,0,26,231,89,1,1,45,5,0,80,5,1,3,0.306,0.379,0.561,0.939,0.403,146.4,3.88,-0.17
18,ÇÑµ¿¹Î,17SRF,103,414,350,64,103,21,2,29,215,73,2,2,46,15,2,79,8,0,3,0.294,0.396,0.614,1.01,0.426,149.7,3.73,0
19,¹Ú¿ëÅÃ,17LDH,138,596,509,83,175,23,2,14,244,90,4,2,72,6,6,88,13,0,9,0.344,0.425,0.479,0.904,0.402,140.1,3.73,-0.63
20,ÀÌ´ëÈ£,17·Ô1B,142,608,540,73,173,13,0,34,288,111,1,1,50,15,8,84,22,0,3,0.32,0.391,0.533,0.925,0.4,132.4,3.67,-0.01
21,ÀÌÁ¤ÈÄ,17³ØCF,144,622,552,111,179,29,8,2,230,47,12,4,60,6,2,67,9,2,2,0.324,0.395,0.417,0.812,0.37,112,3.66,-0.75
22,³ªÁö¿Ï,17KDH,137,551,459,85,138,20,3,27,245,94,1,1,62,23,0,105,10,0,7,0.301,0.405,0.534,0.939,0.409,140.8,3.53,-0.09
23,°­¹ÎÈ£,17·ÔC,130,515,456,62,130,22,1,22,220,68,0,2,41,15,6,104,15,0,3,0.285,0.361,0.482,0.844,0.367,110.8,3.51,-0.06
24,¹Îº´Çå,17µÎRF,123,520,447,73,136,21,0,14,199,71,3,4,47,19,2,74,14,1,6,0.304,0.389,0.445,0.834,0.374,122.8,3.36,-0.06
25,ÀüÁØ¿ì,17·ÔCF,110,496,455,76,146,27,1,18,229,69,2,4,30,7,2,70,11,2,2,0.321,0.37,0.503,0.874,0.381,120.4,3.35,-0.14
